Original,Furigana,English,JLPT Level,Korean
ボーイ,ボーイ,porter; boy,N3,문지기; 소년
ボート,ボート,rowing boat,N3,노 젓는 배
ホーム,ホーム,platform; home,N3,플랫폼; 집
ボール,ボール,ball; bowl,N3,공; 그릇
他,ほか,other (esp. places and things),N3,기타(특히 장소 및 사물)
誇り,ほこり,pride,N3,자부심
埃,ほこり,dust,N3,먼지
保証,ほしょう,"guarantee, assurance, warranty",N3,"보증, 보장, 보장"
保存,ほぞん,"preservation, conservation",N3,"보존, 보존"
歩道,ほどう,walkway,N3,보도
仏,ほとけ,Buddha,N3,불
骨,ほね,bone,N3,뼈
炎,ほのお,flame,N3,불꽃
頬,ほほ,cheek (of face),N3,뺨 (얼굴의)
頬,ほお,cheek (of face),N3,뺨 (얼굴의)
ほぼ,ほぼ,"almost, roughly",N3,"거의, 대충"
微笑む,ほほえむ,to smile,N3,미소 짓다
堀,ほり,"moat, canal",N3,"해자, 운하"
濠,ほり,moat,N3,해자 외호
本当,ほんと,"truth, reality",N3,"진실, 현실"
本人,ほんにん,the person himself,N3,그 사람 자신
本物,ほんもの,genuine article,N3,정품
ぼんやり,ぼんやり,"dim, faint, vague",N3,"희미한, 희미한, 모호한"
間,ま,"space, room, pause",N3,"공간, 방, 일시 정지"
まあ,まあ,well (used when making a modest or hesitant statement),N3,글쎄 (겸손하거나 주저하는 말을 할 때 사용)
マーケット,マーケット,market,N3,시장
マイク,マイク,mic,N3,마이크
迷子,まいご,lost (stray) child,N3,길을 잃은(길 잃은) 아이
マイナス,マイナス,minus,N3,마이너스
任せる,まかせる,"to entrust to another, to leave to",N3,"남에게 맡기다, 맡기다"
巻く,まく,"to wind, to coil, to roll",N3,"감다, 감다, 굴리다"
蒔く,まく,to sow (seeds),N3,(씨앗을) 뿌리다
撒く,まく,"to scatter, to sprinkle, to sow",N3,"뿌리다, 뿌리다, 뿌리다"
幕,まく,"curtain, act (in play)",N3,"막, 막(연극 중)"
負け,まけ,"defeat, loss",N3,"패배, 손실"
孫,まご,grandchild,N3,손자
まさか,まさか,by no means,N3,결코
まさに,まさに,"correctly, surely",N3,"정확하게, 확실히"
混ざる,まざる,"to be mixed, to mingle with",N3,"섞이다, 섞이다"
交ざる,まざる,"to be mixed, to mingle with",N3,"섞이다, 섞이다"
混じる,まじる,"to be mixed, to mingle with",N3,"섞이다, 섞이다"
交じる,まじる,"to be mixed, to mingle with",N3,"섞이다, 섞이다"
増す,ます,"to increase, to gain",N3,"증가하다, 획득하다"
貧しい,まずしい,"poor, needy",N3,"가난한, 궁핍한"
マスター,マスター,"bar owner, master (e.g., arts, science)",N3,"술집 주인, 석사(예: 예술, 과학)"
ますます,ますます,"increasingly (same as もっと), more and more",N3,"점점 (도와 동일), 점점 더"
混ぜる,まぜる,"to mix, to stir",N3,"섞다, 저어주다"
交ぜる,まぜる,"to be mixed, to be blended with",N3,"섞이다, 섞이다"
街,まち,"town; street, road",N3,"도시; 거리, 길"
間違い,まちがい,mistake,N3,실수
松,まつ,pine tree,N3,소나무
真っ赤,まっか,"deep red, flushed (of face)",N3,"진한 빨간색, 홍조가 있는 (얼굴이)"
全く,まったく,"really, completely",N3,"정말, 완전히"
祭,まつり,"festival, feast",N3,"축제, 잔치"
まとまる,まとまる,"to be collected, to be settled, to be in order",N3,"정리하다, 정리하다, 정리하다"
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",N3,"정리하다, 정리하다, 결론을 내리다"
学ぶ,まなぶ,to learn; to study,N3,배우다; 공부하다
真似,まね,"mimicry, imitation, behavior",N3,"모방, 모방, 행동"
招く,まねく,to invite,N3,초대하다
まぶしい,まぶしい,"dazzling, radiant",N3,"눈부신, 빛나는"
柵,さく,"fence, paling",N3,"울타리, 패일링"
裂ける,さける,"to split, to tear, to burst",N3,"찢다, 찢다, 터뜨리다"
裁く,さばく,to judge,N3,판단하다
酸化,さんか,oxidation,N3,산화
死,し,"death, decease",N3,"죽음, 사망"
資格,しかく,"qualifications, requirements, capabilities",N3,"자격, 요구 사항, 능력"
視覚,しかく,"sense of sight, vision",N3,"시력, 시력"
指揮,しき,"command, direction",N3,"명령, 방향"
磁気,じき,magnetism,N3,자기
磁器,じき,"porcelain, china",N3,"도자기, 중국"
自己,じこ,"self, oneself",N3,자기 자신
字体,じたい,"font, lettering",N3,"글꼴, 문자"
辞退,じたい,refusal,N3,거절
視点,してん,"opinion, point of view, visual point",N3,"의견, 관점, 시각"
脂肪,しぼう,"fat, grease",N3,"지방, 그리스"
志望,しぼう,"wish, desire, ambition",N3,"소원, 욕망, 야망"
衆,しゅう,"masses, people",N3,"대중, 사람들"
住,じゅう,"dwelling, living",N3,"주거, 생활"
修飾,しゅうしょく,ornamentation; modification (gram),N3,장식; 수정 (그램)
私用,しよう,"personal use, private business",N3,"개인적인 사용, 개인 사업"
仕様,しよう,"way, method, specification",N3,"방법, 방법, 사양"
情,じょう,"feelings, emotion, passion",N3,"감정, 감정, 열정"
生涯,しょうがい,one's lifetime,N3,일생
上司,じょうし,one's superior,N3,우월한 사람
正体,しょうたい,"natural shape, one's true colors, true character",N3,"자연스러운 모양, 그 사람의 진정한 색깔, 진정한 성격"
照明,しょうめい,illumination,N3,조명
女史,じょし,Ms.,N3,부인
助詞,じょし,"(gram) particle(s), postposition",N3,"(그램) 입자, 조사"
ショック,ショック,shock,N3,충격
進行,しんこう,advance,N3,전진
新興,しんこう,"rising, developing, emergent",N3,"떠오르는, 발전하는, 출현하는"
振興,しんこう,"promotion, encouragement",N3,"승진, 격려"
申告,しんこく,"report, statement",N3,"보고, 진술"
真理,しんり,truth,N3,진실
水洗,すいせん,flushing,N3,홍조
ストレス,ストレス,stress,N3,스트레스
擦る,する,"to rub, to chafe",N3,"비비다, 비비다"
正規,せいき,"regular, legitimate",N3,"정기적인, 합법적인"
精巧,せいこう,"elaborate, delicate, exquisite",N3,"정교한, 섬세한, 절묘한"
精算,せいさん,"exact calculation, adjustment",N3,"정확한 계산, 조정"
成年,せいねん,"majority, adult age",N3,"대다수, 성인 연령"
声明,せいめい,"declaration, statement, proclamation",N3,"선언, 진술, 선언"
姓名,せいめい,full name,N3,이름
生理,せいり,"physiology, menses",N3,"생리, 월경"
節,せつ,"when, if; section; clause",N3,"언제, 만약에; 부분; 절"
膳,ぜん,"(small) table, tray, meal",N3,"(소) 테이블, 쟁반, 식사"
禅,ぜん,Zen (Buddhism),N3,선도)
選挙,せんきょ,election,N3,선거
先行,せんこう,"preceding, going first",N3,"앞서가다, 먼저 가다"
選考,せんこう,"selection, screening",N3,"선발, 심사"
相,そう,"aspect, phase, countenance",N3,"양상, 위상, 표정"
沿う,そう,"to run along, to follow",N3,"따라가다, 따라가다"
添う,そう,"to accompany, to comply with",N3,"동행하다, 따르다"
僧,そう,"monk, priest",N3,"수도사, 성직자"
像,ぞう,"statue, image",N3,"동상, 이미지"
捜査,そうさ,"search (esp. in criminal investigations, investigation)",N3,"수색(특히 범죄 수사, 조사)"
操縦,そうじゅう,"management, control, manipulation",N3,"관리, 통제, 조작"
創造,そうぞう,creation,N3,창조
隊,たい,"party, troops",N3,"파티, 군대"
退学,たいがく,dropping out of school,N3,학교를 자퇴하다
タイトル,タイトル,title,N3,제목
ダウン,ダウン,down,N3,아래에
高まる,たかまる,to rise; to grow; to mount (v.i.),N3,일어나다; 성장하다; 마운트하다 (v.i.)
断つ,たつ,"to sever, to cut off",N3,"끊다, 끊다"
盾,たて,shield,N3,방패
例え,たとえ,example; even though,N3,예; ~ 일지라도
チャイム,チャイム,chime,N3,차임
挑戦,ちょうせん,"challenge, defiance",N3,"도전, 저항"
治療,ちりょう,medical treatment,N3,의료
対,つい,"pair, couple, set",N3,"한 쌍, 커플, 세트"
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),N3,가입하다; 함께 조각하다; (뼈)를 설정하다; (나무를) 접붙이다
継ぐ,つぐ,to succeed (someone in a business or inheritance,N3,성공하다 (사업이나 상속을 받는 사람
摘む,つむ,"to pluck, to pick, to trim",N3,"뽑다, 따다, 손질하다"
露,つゆ,dew,N3,이슬
強まる,つよまる,"to get strong, to gain strength",N3,"강해지다, 힘을 얻다"
強める,つよめる,"to strengthen, to emphasize",N3,"강화하다, 강조하다"
データ,データ,data,N3,데이터
デザイン,デザイン,design,N3,설계
デザート,デザート,dessert,N3,디저트
転校,てんこう,change schools,N3,학교를 바꾸다
伝言,でんごん,verbal message,N3,구두 메시지
と,と,and,N3,그리고
問う,とう,"to ask, to question",N3,"질문하다, 질문하다"
棟,とう,ridge (of roof,N3,능선(지붕의
倒産,とうさん,"(corporate) bankruptcy, insolvency",N3,"(기업)파산, 지급불능"
同士,どうし,"one another, companion, comrade",N3,"서로, 동료, 동지"
同志,どうし,"same mind, comrade, kindred soul",N3,"같은 마음, 동지, 같은 영혼"
当然,とうぜん,obvious; natural,N3,분명한; 자연스러운
動揺,どうよう,"disturbance, flutter shock",N3,"혼란, 플러터 쇼크"
説く,とく,"to explain, to advocate",N3,"설명하다, 옹호하다"
綴じる,とじる,"to bind, to file",N3,"묶다, 파일로 묶다"
供,とも,"accompanying, attendant, companion, retinue",N3,"동행하는, 수행자, 동반자, 수행원"
並,なみ,"medium (e.g., food serving size, quality, price, etc.), ordinary",N3,"중간(예: 음식 제공량, 품질, 가격 등), 보통"
慣らす,ならす,to accustom,N3,익숙해지다
馴らす,ならす,"to domesticate, to tame",N3,"길들이다, 길들이다"
難,なん,"difficulty, hardships, defect",N3,"어려움, 어려움, 결점"
音,ね,"sound, note",N3,"소리, 메모"
年鑑,ねんかん,yearbook,N3,연감
脳,のう,"brain, memory",N3,"뇌, 기억"
臨む,のぞむ,"to look out on, to face, to attend (function)",N3,"(기능을) 지켜보다, 직면하다, 참석하다"
肺,はい,lung,N3,폐
～敗,はい,"counter for loss, defeat",N3,"손실, 패배에 대한 반격"
映える,はえる,"to shine, to look attractive, to look pretty",N3,"빛나다, 매력적으로 보이다, 예쁘게 보이다"
諮る,はかる,"to consult with, to confer",N3,"의논하다, 협의하다"
図る,はかる,"to plot, to attempt, to devise, to design, to refer A to B",N3,"음모를 꾸미다, 시도하다, 궁리하다, 설계하다, A를 B로 언급하다"
生やす,はやす,"to grow, to cultivate, to wear beard",N3,"자라다, 재배하다, 수염을 기르다"
班,はん,"group, party, section (mil)",N3,"그룹, 파티, 섹션(백만)"
判,はん,size (of paper or books),N3,(종이나 책의) 크기
版,はん,edition,N3,판
碑,ひ,stone monument bearing an inscription,N3,비문이 새겨진 비석
非行,ひこう,"delinquency, misconduct",N3,"비행, 위법 행위"
票,ひょう,"label, ballot, sign",N3,"상표, 투표용지, 서명"
広まる,ひろまる,"to spread, to be propagated",N3,"퍼지다, 전파되다"
深める,ふかめる,"to deepen, to heighten, to intensify",N3,"심화하다, 강화하다, 강화하다"
福,ふく,good fortune,N3,행운
振り,ふり,"style, manner",N3,"스타일, 매너"
経る,へる,"to pass, to elapse, to experience",N3,"통과하다, 경과하다, 경험하다"
保護,ほご,"care, protection, shelter",N3,"배려, 보호, 피난처"
保障,ほしょう,"guarantee, security, warranty",N3,"보증, 보안, 보증"
補償,ほしょう,"compensation, reparation",N3,"보상, 배상"
ほっと,ほっと,feel relieved,N3,안도감을 느끼다
前もって,まえもって,"in advance, beforehand, previously",N3,"미리, 미리, 이전에"
膜,まく,"membrane, film",N3,"막, 필름"
マスコミ,マスコミ,mass communication,N3,매스커뮤니케이션
股,また,"thigh, crotch",N3,"허벅지, 가랑이"
末,まつ,the end of,N3,끝
マッサージ,マッサージ,massage,N3,마사지
見掛ける,みかける,"to (happen to see), to notice, to catch sight of",N3,"(우연히 보게 되다), 주목하다, 눈에 띄다"
捲る,めくる,"to turn over, to turn pages of a book",N3,"넘기다, 책의 페이지를 넘기다"
メッセージ,メッセージ,message,N3,메시지
野党,やとう,opposition party,N3,야당
優,ゆう,"superiority, high grade",N3,"우월, 고급"
有機,ゆうき,organic,N3,본질적인
世,よ,"world, society, generation",N3,"세계, 사회, 세대"
良い,よい,"good, nice",N3,"좋아, 좋아"
予想,よそう,"expectation, anticipation, prediction",N3,"기대하다, 기대하다, 예상하다"
弱まる,よわまる,"to weaken, to be emaciated, to be dejected",N3,"약해지다, 쇠약해지다, 낙담하다"
弱める,よわめる,to weaken,N3,약화시키다
ラベル,ラベル,label,N3,상표
ルール,ルール,rule,N3,규칙
枠,わく,"frame, slide",N3,"프레임, 슬라이드"
踏む,ふむ,"to step on, to tread on",N4,"밟다, 밟다"
～区,～く,"~ district, ~ ward, ~ borough",N4,"~ 지구, ~ 구, ~ 자치구"
すっと,すっと,"straight, quickly",N4,"똑바로, 빠르게"
盗む,ぬすむ,to steal; to rob,N4,훔치다; 도둑질하다
大抵,たいてい,"generally, usually",N4,"일반적으로, 보통"
とうとう,とうとう,"finally, at last",N4,"드디어, 드디어"
ガソリン,ガソリン,"gasoline, petrol",N4,"휘발유, 휘발유"
鳴る,なる,"to sound, to ring (v.i.)",N4,"소리를 내다, 울리다 (v.i.)"
しっかり,しっかり,"firmly, steady",N4,"확고히, 꾸준하게"
生きる,いきる,to live,N4,살기 위해
苦い,にがい,bitter,N4,격렬한
沸く,わく,"to boil, to grow hot",N4,"끓이다, 뜨거워지다"
意見,いけん,"opinion, view, idea",N4,"의견, 견해, 생각"
やはり; やっぱり,やはり; やっぱり,"as I thought, absolutely",N4,내 생각대로 절대
漫画,まんが,"comic (book), cartoon",N4,만화(책)
ステレオ,ステレオ,stereo,N4,스테레오 재생
医学,いがく,medical science,N4,의학
テキスト,テキスト,text; text book,N4,텍스트; 교과서
～月,～つき,month,N4,월
折る,おる,"to snap, to break; to bend",N4,"부러지다, 부러지다; 구부리다"
～会,～かい,~ meeting,N4,~ 회의
うかがう,うかがう,to ask,N4,묻다
聞こえる,きこえる,"to be heard, to be audible",N4,"들리다, 들리다"
僕,ぼく,I (used by men towards those of equal or lower status),N4,I (남성이 동등하거나 낮은 지위에 있는 사람에게 사용함)
必ず,かならず,"surely, certainly",N4,"확실히, 확실히"
壊す,こわす,"to break, to break down",N4,"무너지다, 무너지다"
怒る,おこる,to get angry; to scold angrily,N4,화를 내다; 화를 내며 꾸짖다
床屋,とこや,barber's (shop),N4,이발소(가게)
オートバイ,オートバイ,motorcycle (lit: auto-bi(ke)),N4,오토바이 (lit: auto-bi(ke))
運動,うんどうする,exercise,N4,운동
止む,やむ,"to cease, to stop",N4,"멈추다, 멈추다"
もし,もし,if,N4,만약에
表,おもて,surface; front; outside,N4,표면; 앞쪽; 밖의
大学生,だいがくせい,"college student, university student",N4,"대학생, 대학생"
運転手,うんてんしゅ,driver (by occupation),N4,운전자 (직업별)
予習,よしゅう,preparation of lessons (for class),N4,수업 준비 (수업을 위해)
心配,しんぱいする,"worry, concern",N4,"걱정, 걱정"
別,べつ,"distinction, different",N4,"구별하다, 다르다"
非常に,ひじょうに,extremely; very,N4,극도로; 매우
お宅,おたく,(someone else's) house; home -- polite word for 家 (いえ) --,N4,(다른 사람의) 집; home -- 가(いえ)에 대한 공손한 단어 --
柔らかい,やわらかい,"soft (in reference to texture), tender",N4,"부드러운 (질감과 관련하여), 부드러운"
拾う,ひろう,"to pick up (something), to find",N4,"(무엇을) 집어들다, 찾다"
～ございます,～ございます,"to be (polite), to exist",N4,(정중하게) 존재하다
気,き,"spirit, mood",N4,"정신, 기분"
比べる,くらべる,to compare,N4,비교하다
ほとんど,ほとんど,"mostly, almost",N4,"대부분, 거의"
つもり,つもり,"intention, plan",N4,"의도, 계획"
郊外,こうがい,"suburb, outskirts",N4,"교외, 교외"
だめ,だめ,"useless, no good, hopeless",N4,"쓸모없는, 좋지 않은, 희망이 없는"
売り場,うりば,place where things are sold,N4,물건 파는 곳
正月,しょうがつ,"New Year, New Year's Day",N4,"새해, 설날"
規則,きそく,"rule, regulation",N4,"규칙, 규제"
うん,うん,"yes (informal), all right (ok)",N4,"네 (비공식), 알았어 (ok)"
発音,はつおん,pronunciation,N4,발음
焼く,やく,"to bake, to grill",N4,"굽다, 굽다"
屋上,おくじょう,rooftop,N4,옥상
失礼,しつれい,"discourtesy, impoliteness; Excuse me",N4,"무례함, 무례함; 실례합니다"
ごみ,ごみ,"trash, garbage",N4,"쓰레기, 쓰레기"
アフリカ,アフリカ,Africa,N4,아프리카
点,てん,"mark, score, grade; point, dot",N4,"점수, 점수, 등급; 점, 점"
一生懸命,いっしょうけんめい,"very hard (as in ""to work hard""), with utmost effort",N4,"(""열심히 일하다""에서와 같이) 매우 열심히, 최선을 다해"
今度,こんど,"now, this time, near future, one of these days, next time",N4,"지금, 이번에, 가까운 미래, 요즘 중 하나, 다음 번에"
機会,きかい,"chance, opportunity",N4,"기회, 기회"
建てる,たてる,to build,N4,구축하다
複雑,ふくざつ,"complexity, complication",N4,"복잡함, 복잡함"
彼,かれ,"he, boyfriend",N4,"그, 남자친구"
いらっしゃる,いらっしゃる,"-- honorific expression for いく, くる, and いる --",N4,"-- いKU, KURU, いRU에 대한 경어 표현 --"
布団,ふとん,futon,N4,이불
大事,だいじ,"important, valuable, serious matter",N4,"중요한, 귀중한, 심각한 문제"
贈り物,おくりもの,a gift; a present,N4,선물; 선물
泥棒,どろぼう,thief; burglar,N4,도둑; 강도
～製,～せい,made in ~,N4,~에서 만든
注意,ちゅうい,"caution, attention",N4,"주의, 주의"
台風,たいふう,typhoon,N4,태풍
日,ひ,"sun, sunshine, day",N4,"태양, 햇빛, 낮"
～軒,～けん,counter for houses,N4,주택용 카운터
そう,そう,"really, (is that) so; yes, right",N4,"정말 그렇습니까? 응, 그렇지"
通る,とおる,"to pass (by), to go through",N4,"(을) 지나가다, 지나가다"
過ぎる,すぎる,"to exceed, to go beyond",N4,"초과하다, 넘어서다"
レポート; リポート,レポート; リポート,report,N4,보고서
葉,は,leaf,N4,잎
必要,ひつよう,necessary,N4,필요한
課長,かちょう,section manager,N4,과장
地震,じしん,earthquake,N4,지진
すると,すると,"and, then",N4,그런 다음
止める,やめる,"to end, to stop",N4,"끝내다, 멈추다"
ガラス,ガラス,"glass, pane",N4,"유리, 판유리"
～学部,～がくぶ,department of a university,N4,대학의 학과
厳しい,きびしい,hard; rigorous; strict,N4,딱딱한; 엄밀한; 엄격한
エスカレーター,エスカレーター,escalator,N4,에스컬레이터
人口,じんこう,population,N4,인구
月,つき,moon,N4,달
絹,きぬ,silk,N4,명주
ちっとも,ちっとも,not at all (neg. verb),N4,전혀 (부정 동사)
深い,ふかい,"deep, profound",N4,"깊은, 심오한"
壊れる,こわれる,"to be broken, to break",N4,"부서지다, 부서지다"
揺れる,ゆれる,"to shake, to sway",N4,"흔들리다, 흔들리다"
落る,おちる,"to fall, to drop",N4,"떨어지다, 떨어지다"
できるだけ,できるだけ,"if at all possible, as much as possible",N4,"가능하다면, 최대한"
悲しい,かなしい,"sad, sorrowful",N4,"슬프다, 슬프다"
中学校,ちゅうがっこう,junior high school pupil,N4,중학생
ガス,ガス,gas,N4,가스
祈る,いのる,to pray; to wish,N4,기도하다; 소원하다
盛ん,さかん,"prosperous, active, thriving",N4,"번영하는, 활동적인, 번영하는"
アルバイト,アルバイト,part-time job,N4,아르바이트
起こす,おこす,to wake (someone) up,N4,(누군가를) 깨우다
致す,いたす,-- extra-modest expression for する --,N4,-- '수루'에 대한 매우 겸손한 표현 --
噛む,かむ,"to bite, to chew",N4,"물다, 씹다"
赤ちゃん,あかちゃん,"baby, infant",N4,"아기, 유아"
浅い,あさい,"shallow, superficial",N4,"얕은, 피상적인"
嘘,うそ,lie,N4,거짓말하다
小説,しょうせつ,novel,N4,소설
親,おや,a parent,N4,부모
それに,それに,moreover; besides,N4,게다가; 게다가
西洋,せいよう,"the West, Western countries",N4,"서쪽, 서방 국가"
思う,おもう,"to think, to feel",N4,"생각하다, 느끼다"
パート (タイム),パート (タイム),part time (esp. female part time employees),N4,파트타임(특히 여성 파트타임 직원)
時代,じだい,"age, period, epoch, era",N4,"나이, 기간, 시대, 시대"
申し上げる,もうしあげる,"(humble)to say, to tell",N4,"(겸손하게) 말하다, 말하다"
～式,～しき,~ ceremony; ~ style,N4,~ 의식; ~ 스타일
出席,しゅっせきする,attendance,N4,출석
～家,～か,person who is specialized in ~,N4,~을 전문으로 하는 사람
迎える,むかえる,to welcome; to meet; to greet,N4,환영하다; 만나다; 인사하다
触る,さわる,"to touch, to feel",N4,"만지다, 느끼다"
建て,～だて,"~ storied, separate housing",N4,"~ 층별, 별도의 주택"
社長,しゃちょう,president of a company,N4,회사의 사장
動物園,どうぶつえん,zoo,N4,동물원
捕まえる,つかまえる,"to catch, to arrest",N4,"붙잡다, 체포하다"
季節,きせつ,season (in reference to weather),N4,계절 (날씨를 기준으로)
寄る,よる,to stop by,N4,들르다
決まる,きまる,to be set; fixed (v.i.),N4,설정; 고정 (v.i.)
開く,ひらく,to open; to hold (an event),N4,열다; (행사를) 개최하다
逃げる,にげる,"to escape, to run away",N4,"탈출하다, 도망가다"
だから,だから,so; therefore,N4,그래서; 그러므로
残念,ざんねん,regret; regrettable,N4,후회; 유감스럽다
畳,たたみ,tatami mat (Japanese straw mat),N4,다다미(일본식 밀짚자리)
丁寧,ていねい,"polite, courteous, careful",N4,"공손한, 정중한, 조심스러운"
地理,ちり,geography,N4,지리학
さっき,さっき,a little while ago,N4,조금 전에
怖い,こわい,"scary, frightening",N4,"무서운, 무서운"
包む,つつむ,"to wrap, to cover",N4,"감싸다, 덮다"
なるべく,なるべく,"if possible, as much as possible",N4,가능하다면 최대한
無理,むり,"unreasonable, impossible",N4,"불합리한, 불가능한"
サンドイッチ,サンドイッチ,sandwich,N4,샌드위치
会議室,かいぎしつ,conference room,N4,회의실
品物,しなもの,goods,N4,상품
人形,にんぎょう,"doll, figure",N4,"인형, 피규어"
利用,りよう,"use, utilization",N4,"사용, 활용"
飾る,かざる,"to decorate, to adorn",N4,"장식하다, 꾸미다"
止める,とめる,to stop (something),N4,(무엇을) 멈추다
恥ずかしい,はずかしい,"ashamed, embarrassed",N4,"부끄럽다, 창피하다"
いくら～ても,いくら～ても,however much one may ~,N4,아무리 많아도 ~
用事,ようじ,business to take care of; tasks; errands,N4,처리할 사업; 작업; 심부름
ビル,ビル,(abbr.) building,N4,(약어) 건물
けんかする,けんかする,quarrel,N4,싸움
頑張る,がんばる,"to try one's best, to try hard, to persist",N4,"최선을 다하다, 열심히 노력하다, 지속하다"
投げる,なげる,"to pitch, to cast away",N4,"던지다, 내쫓다"
故障,こしょうする,breakdown,N4,고장
力,ちから,"strength, power",N4,"힘, 권력"
受ける,うける,"to take (an examination, interview, etc.); to receive",N4,"(시험, 면접 등을) 치르다; 받다"
気分,きぶん,"feeling, mood",N4,"기분, 기분"
間違える,まちがえる,to make a mistake,N4,실수하다
そんな,そんな,"such, like that, that sort of",N4,"그런, 그런, 저런"
星,ほし,star,N4,별
場合,ばあい,"case, situation",N4,"사건, 상황"
やっと,やっと,"at last, finally",N4,"드디어, 드디어"
足りる,たりる,to be sufficient; to be enough,N4,충분하다; 충분하다
行う,おこなう,to carry out; to conduct (typically used in written language),N4,수행하다; 지휘하다 (일반적으로 서면 언어로 사용됨)
ぶどう,ぶどう,grapes,N4,포도
無くなる,なくなる,"to disappear, to get lost",N4,"사라지다, 길을 잃다"
準備,じゅんびする,prepare,N4,준비하다
世界,せかい,world,N4,세계
住所,じゅうしょ,address; place of residence,N4,주소; 거주지
再来月,さらいげつ,the month after next,N4,다음 달 다음 달
林,はやし,"woods, forest",N4,"숲, 숲"
倍,ばい,double,N4,더블
痩せる,やせる,to lose weight,N4,체중 감량
線,せん,"line, wire",N4,"선, 와이어"
戦争,せんそう,war,N4,전쟁
決める,きめる,to decide (v.t.),N4,결정하다 (동사)
調べる,しらべる,to check; to look up; to inquire; to search,N4,확인하다; 찾아보다; 문의하다; 검색하다
寝坊,ねぼう,sleeping in late,N4,늦잠을 자다
パパ,パパ,"papa, daddy",N4,"아빠, 아빠"
光る,ひかる,"to shine, to glitter",N4,"빛나다, 반짝거리다"
夫,おっと,husband,N4,남편
雲,くも,cloud,N4,구름
坂,さか,"slope, hill",N4,"경사면, 언덕"
～(て) しまう,～(て) しまう,to end up ~,N4,~을 끝내다
飛行場,ひこうじょう,airport,N4,공항
柔道,じゅうどう,judo,N4,유도
決して,けっして,never,N4,절대
事務所,じむしょ,office,N4,사무실
連絡,れんらく,"communication, contact, connection",N4,"소통, 접촉, 연결"
小学校,しょうがっこう,elementary school,N4,초등학교
客,きゃく,"guest, customer",N4,"손님, 고객"
昔,むかし,old days; past,N4,옛날; 과거
美しい,うつくしい,"beautiful, lovely",N4,"아름답다, 사랑스럽다"
捨てる,すてる,"throw away (trash), dump, discard",N4,"(쓰레기를) 버리다, 버리다, 버리다"
なさる,なさる,-- honorific expression for する --,N4,-- sururu에 대한 경어 표현 --
事,こと,"thing(s), matter(s), fact",N4,"사물, 문제, 사실"
どんどん,どんどん,quickly and steadily; at a rapid pace,N4,빠르고 꾸준히; 빠른 속도로
試合,しあい,"match, game, competition",N4,"시합, 게임, 경쟁"
適当,てきとう,"fitness, suitability",N4,"체력, 적합성"
素晴らしい,すばらしい,wonderful; terrific,N4,아주 멋진; 훌륭한
美術館,びじゅつかん,"art gallery, art museum",N4,"미술관, 미술관"
文法,ぶんぽう,grammar,N4,문법
終わり,おわり,end,N4,끝
壁,かべ,wall,N4,벽
一度,いちど,"once, one time",N4,"한 번, 한 번"
お礼,おれい,expression of gratitude; thanking; gift of appreciation; bow,N4,감사의 표현; 감사합니다; 감사의 선물; 절하다
親切,しんせつ,kindness,N4,친절
知らせる,しらせる,to notify,N4,통지하다
歯医者,はいしゃ,dentist,N4,치과 의사
熱心,ねっしん,enthusiasm,N4,열광
始める,はじめる,"to start, to begin",N4,"시작하다, 시작하다"
もらう,もらう,to receive,N4,받다
泣く,なく,to cry,N4,울다
治る,なおる,to get better; to recover from illness (v.i.),N4,나아지기 위해; 질병에서 회복하다 (v.i.)
熱,ねつ,"fever, temperature",N4,"발열, 체온"
お祭り,おまつり,festival,N4,제전
水道,すいどう,"water service, water line",N4,"수도 서비스, 급수관"
匂い,におい,"odor, smell",N4,"냄새, 냄새"
ベル,ベル,bell,N4,벨
赤ん坊,あかんぼう,baby,N4,아기
おかしい,おかしい,strange; odd; funny,N4,이상한; 이상한; 재미있는
事故,じこ,accident,N4,사고
変,へん,"strange, odd",N4,"이상한, 이상한"
辞典,じてん,"encyclopedia, reference book",N4,"백과사전, 참고서"
残る,のこる,"to remain (v.i.), to be left",N4,"남아있다 (v.i.), 남겨지다"
立てる,たてる,"to stand (something) up, to erect (something)",N4,"(무엇을) 세우다, (무엇을) 세우다"
くれる,くれる,"to give, to do for",N4,"주다, ~을 위해 하다"
～員,～いん,member of ~,N4,~의 회원
原因,げんいん,"cause, origin, source",N4,"원인, 유래, 출처"
驚く,おどろく,"to be surprised, to be astonished",N4,"놀라다, 놀라다"
いただく,頂く,-- extra-modest expression for たべる and のむ; humble expression for もらう --,N4,-- たべ루 및 のむ에 대한 매우 겸손한 표현;も ру 에 대한 겸손한 표현 --
祖母,そぼ,grandmother,N4,할머니
場所,ばしょ,"place, location",N4,"장소, 위치"
答,こたえ,"answer, response",N4,"대답, 응답"
もちろん,もちろん,"certainly, of course",N4,"확실히, 물론이지"
漬ける,つける,"to soak, to moisten, to pickle",N4,"담그다, 적시다, 담그다"
受付,うけつけ,reception(ist) desk,N4,리셉션(ist) 데스크
内,うち,"within, inside",N4,"안에, 안에"
スクリーン,スクリーン,screen,N4,화면
増える,ふえる,"to increase, to multiply",N4,"증가하다, 증가하다"
または,または,"or, otherwise",N4,또는 그렇지 않으면
けがする,けがする,"injury (to animate object), hurt",N4,"(물체를 움직이게 하기 위해) 상처를 입히다, 다치게 하다"
